Tweet text,labels,hashtag,cleaned_text,tokenized_lemmatized_text
"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad 😷😷 ",3,[],wow one dads favorite throwback rappers died fiery car crash today atlanta sad sad,"['wow', 'one', 'dad', 'favorite', 'throwback', 'rapper', 'died', 'fiery', 'car', 'crash', 'today', 'atlanta', 'sad', 'sad']"
I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark ,1,"['newmusic', 'newsingle', 'newalbum', '2016', 'popmusic', 'dark']",i can t wait listen new single mystery new album ,"['i', 'can', 't', 'wait', 'listen', 'new', 'single', 'mystery', 'new', 'album']"
Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues ,2,"['Montreal', 'punkrock', 'postpunk', 'blues']",anybody know good place book short super short notice ,"['anybody', 'know', 'good', 'place', 'book', 'short', 'super', 'short', 'notice']"
"Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so ",2,"['afraid', 'dreams', 'reality', 'dream', 'make']",don t space if it ,"['don', 't', 'space', 'if', 'it']"
finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet ,3,[],finally leaving job soon i ve working going kind bitter sweet,"['finally', 'leaving', 'job', 'soon', 'i', 've', 'working', 'going', 'kind', 'bitter', 'sweet']"
@user @user don't get me started on town centre. Used to go every week.... not been for 18 months #horrible ,0,['horrible'],don t started town centre used week months,"['don', 't', 'started', 'town', 'centre', 'used', 'week', 'month']"
will brawndo cure my depression? @user #Idiocracytoday ,3,['Idiocracytoday'],brawndo cure depression ,"['brawndo', 'cure', 'depression']"
Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. ― Mark Twain ,2,[],why rejoice birth grieve funeral it person involved mark twain,"['why', 'rejoice', 'birth', 'grieve', 'funeral', 'it', 'person', 'involved', 'mark', 'twain']"
I dislike people who get offended by the littlest shit . ,0,[],i dislike people offended littlest shit ,"['i', 'dislike', 'people', 'offended', 'littlest', 'shit']"
@user you look adorable awe ,1,[],look adorable awe,"['look', 'adorable', 'awe']"
New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror ,0,"['Rage', 'horror']",new play tonight pretty blind run only played game maybe got levels it ,"['new', 'play', 'tonight', 'pretty', 'blind', 'run', 'only', 'played', 'game', 'maybe', 'got', 'level', 'it']"
@user ur road rage gives me anxiety. ,0,[],ur road rage gives anxiety ,"['ur', 'road', 'rage', 'give', 'anxiety']"
@user brings back great memories of hilarity on #SATURDAYNIGHTLIVE ,1,['SATURDAYNIGHTLIVE'],brings great memories hilarity,"['brings', 'great', 'memory', 'hilarity']"
@user @user my god is @user a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad ,3,['sad'],god shilling seriously need major rethink lab gove lifetime,"['god', 'shilling', 'seriously', 'need', 'major', 'rethink', 'lab', 'gove', 'lifetime']"
"significantly, with a #bitter smile, 'let me ",0,['bitter'],significantly smile let,"['significantly', 'smile', 'let']"
@user just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible ,0,"['sike', 'losers', 'terrible']",trying home tonight a run nd run rd that s champs do ,"['trying', 'home', 'tonight', 'a', 'run', 'nd', 'run', 'rd', 'that', 's', 'champ', 'do']"
@user He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end. ,1,[],he didn t chances looked lively good shot tipped bar end ,"['he', 'didn', 't', 'chance', 'looked', 'lively', 'good', 'shot', 'tipped', 'bar', 'end']"
Need advice on how to get out of this rut!!!!  #needmotivation ,2,['needmotivation'],need advice rut ,"['need', 'advice', 'rut']"
in health we did a think about depression and now i feel like i have it ,3,[],health think depression feel like,"['health', 'think', 'depression', 'feel', 'like']"
@user It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious! ,1,[],it ll easy spot parade tiny weans expensive jammies really hilarious ,"['it', 'll', 'easy', 'spot', 'parade', 'tiny', 'weans', 'expensive', 'jammies', 'really', 'hilarious']"
Muscled man with huge heart is messing with my brain and heart. #lost #confused ,3,"['lost', 'confused']",muscled man huge heart messing brain heart ,"['muscled', 'man', 'huge', 'heart', 'messing', 'brain', 'heart']"
@user @user @user Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note. ,0,[],trump says refugee situation is terrorism it s quality life take note ,"['trump', 'say', 'refugee', 'situation', 'is', 'terrorism', 'it', 's', 'quality', 'life', 'take', 'note']"
@user I'm wearing all black tomorrow to mourn. 😭💔 ,3,[],i m wearing black tomorrow mourn ,"['i', 'm', 'wearing', 'black', 'tomorrow', 'mourn']"
@user Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances ,0,[],hes right civil war starts wall wall terrorism don t fancy muzzy s chances,"['he', 'right', 'civil', 'war', 'start', 'wall', 'wall', 'terrorism', 'don', 't', 'fancy', 'muzzy', 's', 'chance']"
"@user *laughs louder this time, shaking my head* That was really cheesy, wasn't it? ",1,[], laughs louder time shaking head that cheesy wasn t it ,"['laugh', 'louder', 'time', 'shaking', 'head', 'that', 'cheesy', 'wasn', 't', 'it']"
When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife ,3,"['anxiety', 'momlife']",when yo gone i blast gothcore music she amp i can t listen bcuz it s too spooky sigh ,"['when', 'yo', 'gone', 'i', 'blast', 'gothcore', 'music', 'she', 'amp', 'i', 'can', 't', 'listen', 'bcuz', 'it', 's', 'too', 'spooky', 'sigh']"
@user glee ,1,[],glee,['glee']
Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power' ,2,['Rwanda'],gloriosa bazigaga work i lost relatives genocide yrs peacebuilding given optimism it s power ,"['gloriosa', 'bazigaga', 'work', 'i', 'lost', 'relative', 'genocide', 'yr', 'peacebuilding', 'given', 'optimism', 'it', 's', 'power']"
@user #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process  ,3,['mhchat'],childhood experiences inform adult relationships we associative memories not question ability process,"['childhood', 'experience', 'inform', 'adult', 'relationship', 'we', 'associative', 'memory', 'not', 'question', 'ability', 'process']"
"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers ",3,"['texans', 'Astros', 'sadness', 'losers']",texans astros shut tonight houston we re normal ,"['texan', 'astros', 'shut', 'tonight', 'houston', 'we', 're', 'normal']"
@user nick fury ,0,[],nick fury,"['nick', 'fury']"
and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare ,3,['nightmare'],i m dream i said retarded twitter got like retweets,"['i', 'm', 'dream', 'i', 'said', 'retarded', 'twitter', 'got', 'like', 'retweets']"
@user @user don't get me started on town centre. Used to go every week.... not been for 18 months  ,3,[],don t started town centre used week months,"['don', 't', 'started', 'town', 'centre', 'used', 'week', 'month']"
"@user both, scrap *ll the rage instead ",0,[],both scrap ll rage instead,"['both', 'scrap', 'll', 'rage', 'instead']"
Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious ,2,['serious'],just told wife chance sydney teams afl grand final her response there s sydney afl teams ,"['just', 'told', 'wife', 'chance', 'sydney', 'team', 'afl', 'grand', 'final', 'her', 'response', 'there', 's', 'sydney', 'afl', 'team']"
@user wow I'm just really sadden by that. Terrible ,3,[],wow i m sadden that terrible,"['wow', 'i', 'm', 'sadden', 'that', 'terrible']"
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to ,0,[],i meet new people i grow reality people desgusting fake i lost cheerfulness started,"['i', 'meet', 'new', 'people', 'i', 'grow', 'reality', 'people', 'desgusting', 'fake', 'i', 'lost', 'cheerfulness', 'started']"
Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now. ,3,[],urgent need new job the constant gloom current getting bit ridiculous now ,"['urgent', 'need', 'new', 'job', 'the', 'constant', 'gloom', 'current', 'getting', 'bit', 'ridiculous', 'now']"
These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍 ,1,[],these girls playful childlike lovely relationships can t imagine having convos it s cute,"['these', 'girl', 'playful', 'childlike', 'lovely', 'relationship', 'can', 't', 'imagine', 'having', 'convos', 'it', 's', 'cute']"
"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful! ",1,[],i m absolutely love laurie hernandez she s adorable cheerful ,"['i', 'm', 'absolutely', 'love', 'laurie', 'hernandez', 'she', 's', 'adorable', 'cheerful']"
Why is it so windy? So glad I didn't ride my bike. #fear #wind ,1,"['fear', 'wind']",why windy so glad i didn t ride bike ,"['why', 'windy', 'so', 'glad', 'i', 'didn', 't', 'ride', 'bike']"
"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote ",2,"['optimism', 'quote']",the point living optimist foolish believe best come peter ustinov,"['the', 'point', 'living', 'optimist', 'foolish', 'believe', 'best', 'come', 'peter', 'ustinov']"
@user @user Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags ,0,['AllScumbags'],quite response retaliation weiner getting revenge huma amp hillary clam digging n,"['quite', 'response', 'retaliation', 'weiner', 'getting', 'revenge', 'huma', 'amp', 'hillary', 'clam', 'digging', 'n']"
@user @user they're both pretty awful when you look at them historically ,0,[],they re pretty awful look historically,"['they', 're', 'pretty', 'awful', 'look', 'historically']"
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto ,0,"['blasio', 'trump', 'giuliani', 'bully', 'america', 'motto']",broken policy lt gt broken windows pecking order politics resist,"['broken', 'policy', 'lt', 'gt', 'broken', 'window', 'pecking', 'order', 'politics', 'resist']"
"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing ",1,[],mate thing i excited profession mad a client said opened bowels i m rejoicing,"['mate', 'thing', 'i', 'excited', 'profession', 'mad', 'a', 'client', 'said', 'opened', 'bowel', 'i', 'm', 'rejoicing']"
@user 'Don't you know how nervous I was to see you?' ,3,[], don t know nervous i you ,"['don', 't', 'know', 'nervous', 'i', 'you']"
@user Worst than going to the morgue to do a positive ID. #horrible Reuters ,0,['horrible'],worst going morgue positive id reuters,"['worst', 'going', 'morgue', 'positive', 'id', 'reuters']"
@user that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest ,0,[],thing attacking hating worse makes like angry vengeful behavior detest,"['thing', 'attacking', 'hating', 'worse', 'make', 'like', 'angry', 'vengeful', 'behavior', 'detest']"
"@user wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and ",3,[],wow right need help so i m getting laureliver fandom bitter comic fandom,"['wow', 'right', 'need', 'help', 'so', 'i', 'm', 'getting', 'laureliver', 'fandom', 'bitter', 'comic', 'fandom']"
I'm such a shy girl🙄 ,3,[],i m shy girl,"['i', 'm', 'shy', 'girl']"
mmmm i'm kinda sad i hope i can shake this before school ,3,[],mmmm i m kinda sad hope shake school,"['mmmm', 'i', 'm', 'kinda', 'sad', 'hope', 'shake', 'school']"
Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞 ,1,"['house', 'burning', 'toast']",every day i think it s neighbor burning ,"['every', 'day', 'i', 'think', 'it', 's', 'neighbor', 'burning']"
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool. ",0,[],in fact don t furious people wrong me furious fool ,"['in', 'fact', 'don', 't', 'furious', 'people', 'wrong', 'me', 'furious', 'fool']"
@user #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳 ,0,"['nothappy', 'charging', 'fullprice', 'fuming', 'bestrides']",,[]
Everyone is raging ,0,[],everyone raging,"['everyone', 'raging']"
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger ,0,['anger'],sometimes i mad minuscule i try ruin somebodies life like lose job like federal prison,"['sometimes', 'i', 'mad', 'minuscule', 'i', 'try', 'ruin', 'somebody', 'life', 'like', 'lose', 'job', 'like', 'federal', 'prison']"
@user @user the refs are in GT's favor tonight.  ,1,[],refs gt s favor tonight ,"['ref', 'gt', 's', 'favor', 'tonight']"
NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull ,3,['nlpoli'],nl s bureaucrat director group formed oppose nl s megaproject dull,"['nl', 's', 'bureaucrat', 'director', 'group', 'formed', 'oppose', 'nl', 's', 'megaproject', 'dull']"
Watch this amazing live.ly broadcast by @user  #musically ,1,['musically'],watch amazing live ly broadcast,"['watch', 'amazing', 'live', 'ly', 'broadcast']"
